Date,Open,High,Low,Close,Adj Close,Volume
2020-02-27,4265.399902,4265.399902,4093.229980,4154.600098,4154.600098,75950200
2020-02-28,4031.689941,4072.219971,3974.850098,4026.229980,4026.229980,108845100
2020-03-02,4134.419922,4143.950195,3974.239990,4041.560059,4041.560059,71720000
2020-03-03,4100.450195,4162.830078,4068.540039,4081.840088,4081.840088,69287900
2020-03-04,4093.479980,4138.919922,4074.479980,4098.509766,4098.509766,50996200
2020-03-05,4143.509766,4152.759766,4010.600098,4024.560059,4024.560059,64177700
2020-03-06,3942.030029,3961.600098,3855.600098,3879.020020,3879.020020,77433800
2020-03-09,3625.090088,3722.709961,3586.510010,3595.939941,3595.939941,124942400
2020-03-10,3624.189941,3715.439941,3525.169922,3536.209961,3536.209961,95965800
2020-03-11,3571.879883,3614.860107,3487.510010,3504.260010,3504.260010,79701200
2020-03-12,3321.139893,3344.030029,3126.409912,3149.340088,3149.340088,149367700
2020-03-13,3196.040039,3349.030029,3076.550049,3095.489990,3095.489990,141355600
2020-03-16,2984.629883,2991.580078,2823.449951,2935.310059,2935.310059,128945900
2020-03-17,3015.969971,3057.800049,2844.639893,2982.669922,2982.669922,113671300
2020-03-18,2931.110107,2973.199951,2840.620117,2905.760010,2905.760010,109600700
2020-03-19,2904.300049,3017.800049,2866.189941,3011.969971,3011.969971,110800900
2020-03-20,3132.629883,3159.120117,3030.260010,3040.689941,3040.689941,126993600
2020-03-23,2939.290039,2982.409912,2864.540039,2911.419922,2911.419922,88121900
2020-03-24,3012.050049,3112.070068,3007.469971,3112.070068,3112.070068,97248500
2020-03-25,3222.530029,3283.159912,3101.010010,3252.199951,3252.199951,90179400
2020-03-26,3207.350098,3322.209961,3177.010010,3321.669922,3321.669922,69020200
2020-03-27,3291.129883,3304.540039,3176.969971,3209.090088,3209.090088,70141900
2020-03-30,3222.379883,3230.209961,3137.120117,3225.080078,3225.080078,56108200
2020-03-31,3283.520020,3382.459961,3283.000000,3382.459961,3382.459961,80066200
2020-04-01,3276.530029,3302.340088,3250.439941,3263.120117,3263.120117,61594100
2020-04-02,3286.659912,3319.989990,3235.290039,3294.219971,3294.219971,67226900
2020-04-03,3279.070068,3294.989990,3248.919922,3254.010010,3254.010010,55874900
2020-04-06,3325.929932,3352.889893,3289.090088,3336.790039,3336.790039,54098300
2020-04-07,3428.229980,3476.580078,3405.719971,3444.020020,3444.020020,72986100
2020-04-08,3419.149902,3434.520020,3377.770020,3434.520020,3434.520020,58414100
2020-04-09,3481.770020,3512.340088,3433.939941,3467.260010,3467.260010,55603100
2020-04-14,3531.800049,3548.610107,3514.260010,3534.090088,3534.090088,67285400
2020-04-15,3531.729980,3538.000000,3382.090088,3385.760010,3385.760010,57335300
2020-04-16,3416.629883,3435.780029,3335.350098,3382.790039,3382.790039,85178400
2020-04-17,3466.139893,3484.679932,3449.719971,3470.129883,3470.129883,63308400
2020-04-20,3478.479980,3478.479980,3412.060059,3461.629883,3461.629883,41609700
2020-04-21,3430.850098,3434.209961,3347.239990,3347.800049,3347.800049,56128200
2020-04-22,3387.949951,3471.790039,3386.149902,3455.790039,3455.790039,55229900
2020-04-23,3494.149902,3514.239990,3454.389893,3502.719971,3502.719971,43310300
2020-04-24,3448.469971,3498.239990,3427.449951,3468.780029,3468.780029,49255300
2020-04-27,3508.260010,3519.550049,3492.070068,3505.580078,3505.580078,36951200
2020-04-28,3521.439941,3621.179932,3519.969971,3615.959961,3615.959961,56284100
2020-04-29,3645.219971,3748.909912,3635.159912,3748.909912,3748.909912,62446800
2020-04-30,3783.719971,3789.750000,3738.870117,3739.209961,3739.209961,84151900
2020-05-04,3613.229980,3617.219971,3566.469971,3580.929932,3580.929932,67229600
2020-05-05,3629.389893,3653.090088,3602.320068,3615.919922,3615.919922,49849600
2020-05-06,3619.790039,3652.179932,3594.939941,3602.580078,3602.580078,49581000
2020-05-07,3615.330078,3657.199951,3606.949951,3657.050049,3657.050049,46319900
2020-05-08,3681.729980,3711.560059,3675.530029,3684.590088,3684.590088,0
2020-05-11,3710.610107,3718.100098,3653.419922,3672.360107,3672.360107,42340700
2020-05-12,3655.820068,3700.389893,3642.370117,3699.070068,3699.070068,39996300
2020-05-13,3664.280029,3665.139893,3604.949951,3605.110107,3605.110107,48519600
2020-05-14,3579.620117,3579.620117,3457.729980,3514.159912,3514.159912,60604500
2020-05-15,3561.459961,3576.600098,3492.229980,3511.899902,3511.899902,52014300
2020-05-18,3571.030029,3693.959961,3571.030029,3693.959961,3693.959961,53204300
2020-05-19,3706.820068,3712.530029,3668.409912,3706.889893,3706.889893,48055400
2020-05-20,3689.760010,3768.030029,3676.199951,3765.340088,3765.340088,47151600
2020-05-22,3693.429932,3756.179932,3683.080078,3752.770020,3752.770020,44093800
2020-05-25,3779.280029,3796.409912,3755.889893,3787.370117,3787.370117,25475800
2020-05-26,3819.469971,3886.159912,3817.810059,3880.129883,3880.129883,51199200
2020-05-27,3885.360107,3959.350098,3884.629883,3953.830078,3953.830078,64921100
2020-05-28,3969.080078,4005.219971,3967.810059,3998.189941,3998.189941,53110300
2020-05-29,3954.699951,3966.929932,3927.179932,3957.989990,3957.989990,80964800
2020-06-01,4004.500000,4014.340088,3963.810059,3999.209961,3999.209961,47173200
2020-06-02,4024.570068,4050.540039,4004.879883,4033.989990,4033.989990,56946100
2020-06-03,4040.860107,4076.620117,4033.219971,4076.620117,4076.620117,62801600
2020-06-04,4055.149902,4087.239990,4041.179932,4078.409912,4078.409912,51632000
2020-06-05,4095.659912,4140.339844,4090.429932,4137.790039,4137.790039,59833300
2020-06-08,4123.290039,4150.379883,4103.169922,4128.899902,4128.899902,51184200
2020-06-09,4129.609863,4139.180176,4037.750000,4089.560059,4089.560059,56042700
2020-06-10,4085.340088,4113.669922,4042.330078,4049.179932,4049.179932,42896800
2020-06-11,3976.100098,3976.530029,3880.179932,3880.419922,3880.419922,61933400
2020-06-12,3830.270020,3958.800049,3816.489990,3905.239990,3905.239990,52283900
2020-06-15,3813.719971,3896.659912,3788.139893,3888.879883,3888.879883,0
2020-06-16,3976.310059,4029.169922,3960.300049,4005.120117,4005.120117,0
2020-06-17,3995.969971,4011.570068,3967.070068,3983.169922,3983.169922,0
2020-06-18,3977.280029,4015.209961,3958.830078,3976.159912,3976.159912,0
2020-06-22,3948.449951,3964.270020,3927.020020,3936.820068,3936.820068,44895200
2020-06-23,3962.729980,4017.820068,3958.639893,3990.429932,3990.429932,41678300
2020-06-24,3977.469971,4007.739990,3919.580078,3921.000000,3921.000000,36881000
2020-06-25,3899.790039,3935.370117,3858.570068,3931.580078,3931.580078,45026900
2020-06-26,3962.580078,3985.739990,3926.760010,3926.760010,3926.760010,44801600
2020-06-29,3921.090088,3951.810059,3888.379883,3947.760010,3947.760010,36813600
2020-06-30,3943.889893,3953.020020,3898.649902,3927.389893,3927.389893,41028900
2020-07-01,3931.840088,3973.780029,3897.080078,3943.969971,3943.969971,97058100
2020-07-02,3974.719971,4006.520020,3959.909912,3993.010010,3993.010010,62814000
2020-07-03,3985.870117,4005.449951,3967.050049,3976.030029,3976.030029,46568200
2020-07-06,4022.199951,4056.500000,4019.949951,4055.310059,4055.310059,48289300
2020-07-07,4024.429932,4030.179932,3996.530029,4006.459961,4006.459961,48283500
2020-07-08,3964.560059,3979.070068,3945.250000,3966.310059,3966.310059,76557300
2020-07-09,3991.040039,3992.449951,3918.370117,3918.610107,3918.610107,47076100
2020-07-10,3905.830078,3949.300049,3899.949951,3942.879883,3942.879883,44518600
2020-07-13,3974.300049,4032.050049,3974.300049,4031.320068,4031.320068,45964600
2020-07-14,3991.399902,4057.169922,3970.030029,4056.320068,4056.320068,47294200
2020-07-15,4084.379883,4093.229980,4041.899902,4062.739990,4062.739990,40780200
2020-07-16,4043.429932,4060.060059,4030.429932,4058.979980,4058.979980,37167400
2020-07-17,4069.100098,4081.360107,4051.870117,4070.939941,4070.939941,52362800
2020-07-20,4067.810059,4115.089844,4059.370117,4111.189941,4111.189941,37684500
2020-07-21,4119.209961,4157.410156,4116.709961,4122.709961,4122.709961,44809200
2020-07-22,4126.310059,4142.529785,4099.569824,4141.700195,4141.700195,30180600
2020-07-23,4174.430176,4248.089844,4170.009766,4206.200195,4206.200195,40650600
2020-07-24,4170.020020,4193.109863,4144.419922,4174.700195,4174.700195,39243700
2020-07-27,4164.330078,4175.330078,4138.750000,4142.339844,4142.339844,32685800
2020-07-28,4147.279785,4150.299805,4103.160156,4122.600098,4122.600098,33322700
2020-07-29,4109.799805,4132.640137,4095.250000,4101.080078,4101.080078,30891900
2020-07-30,4104.560059,4105.000000,3973.800049,4016.320068,4016.320068,51509000
2020-07-31,4024.330078,4102.189941,4024.300049,4078.959961,4078.959961,89581700
2020-08-03,4050.600098,4159.700195,4043.389893,4145.959961,4145.959961,59988400
2020-08-04,4165.299805,4176.620117,4129.689941,4151.029785,4151.029785,0
2020-08-05,4154.040039,4163.089844,4128.890137,4151.060059,4151.060059,39428700
2020-08-06,4149.569824,4171.850098,4116.000000,4137.479980,4137.479980,47104400
2020-08-07,4121.779785,4156.370117,4107.669922,4151.450195,4151.450195,52802700
2020-08-10,4164.669922,4185.620117,4147.060059,4170.600098,4170.600098,35971200
2020-08-11,4189.209961,4228.850098,4189.209961,4217.080078,4217.080078,41086000
2020-08-12,4210.390137,4258.479980,4199.939941,4258.479980,4258.479980,36889800
2020-08-13,4242.520020,4262.319824,4233.470215,4247.140137,4247.140137,27019900
2020-08-14,4229.290039,4229.290039,4176.479980,4209.430176,4209.430176,28016600
2020-08-17,4208.979980,4255.089844,4208.979980,4253.520020,4253.520020,28026300
2020-08-18,4234.669922,4268.330078,4208.209961,4240.459961,4240.459961,0
2020-08-19,4235.729980,4261.520020,4218.140137,4255.270020,4255.270020,0
2020-08-20,4227.890137,4240.379883,4205.720215,4223.379883,4223.379883,0
2020-08-21,4233.830078,4246.120117,4192.069824,4225.910156,4225.910156,0
2020-08-24,4244.640137,4294.620117,4243.879883,4285.609863,4285.609863,0
2020-08-25,4294.330078,4335.910156,4294.330078,4302.149902,4302.149902,0
2020-08-26,4294.759766,4356.970215,4282.520020,4353.310059,4353.310059,0
2020-08-27,4346.140137,4361.350098,4335.430176,4338.879883,4338.879883,0
2020-08-28,4348.859863,4354.479980,4298.509766,4333.029785,4333.029785,0
2020-08-31,4338.330078,4357.569824,4306.529785,4308.799805,4308.799805,0
2020-09-01,4329.629883,4339.080078,4282.879883,4301.700195,4301.700195,0
2020-09-02,4336.200195,4373.259766,4325.509766,4331.569824,4331.569824,0
2020-09-03,4362.620117,4382.839844,4263.890137,4271.359863,4271.359863,0
2020-09-04,4267.160156,4330.229980,4229.459961,4263.319824,4263.319824,0
2020-09-07,4257.750000,4313.129883,4252.040039,4313.089844,4313.089844,45728900
2020-09-08,4314.669922,4315.890137,4241.399902,4269.209961,4269.209961,0
2020-09-09,4249.640137,4343.160156,4248.509766,4342.930176,4342.930176,0
2020-09-10,4333.959961,4338.899902,4314.299805,4326.109863,4326.109863,0
2020-09-11,4320.160156,4329.390137,4300.479980,4317.049805,4317.049805,0
2020-09-14,4340.649902,4354.560059,4307.810059,4308.569824,4308.569824,0
2020-09-15,4315.029785,4356.459961,4308.149902,4336.430176,4336.430176,0
2020-09-16,4335.470215,4397.759766,4333.200195,4397.759766,4397.759766,0
2020-09-17,4361.930176,4403.649902,4343.779785,4399.959961,4399.959961,0
2020-09-18,4412.149902,4430.569824,4391.240234,4403.649902,4403.649902,0
2020-09-21,4376.390137,4380.379883,4242.879883,4254.850098,4254.850098,0
2020-09-22,4273.520020,4328.660156,4273.069824,4301.350098,4301.350098,0
2020-09-23,4318.069824,4343.149902,4293.580078,4299.919922,4299.919922,0
2020-09-24,4237.810059,4272.729980,4232.629883,4249.080078,4249.080078,0
2020-09-25,4249.270020,4275.120117,4192.009766,4215.649902,4215.649902,0
2020-09-28,4248.370117,4310.310059,4246.729980,4309.080078,4309.080078,0
2020-09-29,4309.439941,4310.970215,4282.589844,4291.649902,4291.649902,0
2020-09-30,4268.859863,4302.620117,4261.250000,4280.970215,4280.970215,0
2020-10-01,4312.799805,4335.109863,4299.839844,4320.169922,4320.169922,0
2020-10-02,4289.810059,4321.379883,4269.390137,4317.410156,4317.410156,0
2020-10-05,4341.580078,4390.149902,4337.919922,4380.479980,4380.479980,0
2020-10-06,4394.279785,4402.459961,4364.129883,4372.259766,4372.259766,0
2020-10-07,4358.930176,4381.189941,4356.640137,4364.660156,4364.660156,0
2020-10-08,4381.560059,4390.899902,4362.870117,4379.589844,4379.589844,0
2020-10-09,4399.970215,4425.870117,4399.689941,4419.209961,4419.209961,0
2020-10-12,4430.470215,4472.439941,4426.120117,4470.040039,4470.040039,0
2020-10-13,4476.009766,4482.399902,4426.310059,4439.580078,4439.580078,0
2020-10-14,4445.060059,4474.799805,4437.029785,4468.229980,4468.229980,0
2020-10-15,4444.250000,4444.799805,4385.490234,4403.020020,4403.020020,0
2020-10-16,4430.410156,4456.200195,4418.580078,4439.490234,4439.490234,0
2020-10-19,4452.910156,4473.540039,4429.779785,4447.520020,4447.520020,0
2020-10-20,4464.490234,4484.959961,4428.779785,4429.080078,4429.080078,0
2020-10-21,4452.839844,4452.839844,4381.229980,4384.109863,4384.109863,0
2020-10-22,4397.629883,4404.870117,4338.370117,4366.020020,4366.020020,0
2020-10-23,4378.430176,4415.089844,4373.089844,4385.149902,4385.149902,0
2020-10-26,4346.450195,4370.109863,4286.990234,4299.859863,4299.859863,0
2020-10-27,4312.129883,4312.910156,4231.040039,4237.430176,4237.430176,0
2020-10-28,4177.430176,4184.640137,4081.120117,4113.370117,4113.370117,0
2020-10-29,4105.430176,4128.890137,4020.129883,4036.919922,4036.919922,0
2020-10-30,4007.879883,4057.000000,4007.250000,4057.000000,4057.000000,0
2020-11-02,4101.450195,4141.549805,4081.659912,4105.879883,4105.879883,0
2020-11-03,4144.979980,4213.319824,4134.109863,4213.319824,4213.319824,0
2020-11-04,4154.660156,4259.959961,4123.350098,4256.029785,4256.029785,0
2020-11-05,4281.080078,4310.240234,4275.870117,4295.270020,4295.270020,0
2020-11-06,4296.560059,4301.790039,4242.379883,4281.770020,4281.770020,0
2020-11-09,4341.600098,4495.959961,4339.770020,4446.000000,4446.000000,0
2020-11-10,4461.379883,4517.450195,4439.790039,4503.270020,4503.270020,0
2020-11-11,4474.250000,4509.799805,4463.890137,4478.479980,4478.479980,0
2020-11-12,4444.149902,4472.640137,4425.390137,4429.160156,4429.160156,0
2020-11-13,4406.080078,4430.140137,4393.919922,4421.330078,4421.330078,0
2020-11-16,4431.229980,4480.490234,4415.600098,4464.310059,4464.310059,0
2020-11-17,4459.459961,4481.459961,4443.549805,4470.689941,4470.689941,0
2020-11-18,4461.770020,4512.700195,4453.060059,4504.750000,4504.750000,0
2020-11-19,4472.149902,4479.680176,4458.470215,4464.490234,4464.490234,0
2020-11-20,4459.209961,4513.830078,4450.930176,4491.450195,4491.450195,0
2020-11-23,4506.399902,4525.950195,4499.770020,4506.810059,4506.810059,0
2020-11-24,4525.390137,4562.390137,4524.549805,4560.370117,4560.370117,0
2020-11-25,4574.439941,4594.890137,4558.290039,4575.080078,4575.080078,0
2020-11-26,4584.689941,4589.129883,4554.410156,4567.640137,4567.640137,31518700
2020-11-27,4555.500000,4624.109863,4554.959961,4624.109863,4624.109863,0
2020-11-30,4614.529785,4619.220215,4564.660156,4564.660156,4564.660156,0
2020-12-01,4566.279785,4598.549805,4552.000000,4589.660156,4589.660156,0
2020-12-02,4583.180176,4603.979980,4550.140137,4571.970215,4571.970215,0
2020-12-03,4587.370117,4590.370117,4527.089844,4557.419922,4557.419922,0
2020-12-04,4559.140137,4572.750000,4535.020020,4547.169922,4547.169922,0
2020-12-07,4550.740234,4581.620117,4533.680176,4571.120117,4571.120117,0
2020-12-08,4566.870117,4610.640137,4559.770020,4607.689941,4607.689941,0
2020-12-09,4621.839844,4621.839844,4589.160156,4594.490234,4594.490234,0
2020-12-10,4593.629883,4593.629883,4513.990234,4585.319824,4585.319824,0
2020-12-11,4574.180176,4574.430176,4512.669922,4547.950195,4547.950195,0
2020-12-14,4569.770020,4581.520020,4547.529785,4553.370117,4553.370117,38493300
2020-12-15,4551.319824,4594.669922,4540.859863,4594.669922,4594.669922,51905500
2020-12-16,4591.000000,4604.569824,4577.810059,4603.040039,4603.040039,0
2020-12-17,4611.939941,4626.350098,4572.160156,4578.950195,4578.950195,0
2020-12-18,4579.430176,4605.350098,4569.390137,4575.419922,4575.419922,0
2020-12-21,4524.109863,4524.109863,4413.009766,4468.939941,4468.939941,0
2020-12-22,4470.709961,4502.729980,4465.959961,4500.270020,4500.270020,0
2020-12-23,4507.629883,4530.660156,4501.100098,4530.209961,4530.209961,0
2020-12-28,4550.560059,4590.779785,4543.560059,4584.009766,4584.009766,0
2020-12-29,4596.859863,4623.290039,4596.209961,4622.839844,4622.839844,0
2020-12-30,4621.310059,4634.220215,4586.149902,4586.149902,4586.149902,0
2021-01-04,4616.870117,4649.529785,4599.229980,4611.049805,4611.049805,0
2021-01-05,4594.740234,4607.859863,4578.709961,4599.390137,4599.390137,0
2021-01-07,4713.919922,4739.580078,4684.979980,4738.240234,4738.240234,0
2021-01-08,4751.000000,4754.600098,4717.310059,4730.629883,4730.629883,0
2021-01-11,4728.020020,4740.810059,4667.509766,4689.240234,4689.240234,0
2021-01-12,4709.120117,4750.859863,4705.950195,4748.330078,4748.330078,0
2021-01-13,4758.270020,4774.240234,4722.750000,4722.750000,4722.750000,0
2021-01-14,4740.060059,4758.040039,4712.750000,4756.049805,4756.049805,0
2021-01-15,4742.439941,4762.589844,4682.729980,4714.799805,4714.799805,0
2021-01-18,4700.390137,4742.310059,4699.910156,4739.850098,4739.850098,35160500
2021-01-19,4764.240234,4784.009766,4735.310059,4735.779785,4735.779785,42620900
2021-01-20,4763.620117,4813.410156,4754.990234,4799.680176,4799.680176,0
2021-01-21,4820.490234,4840.100098,4808.529785,4830.049805,4830.049805,0
2021-01-22,4805.100098,4806.339844,4765.970215,4794.330078,4794.330078,0
2021-01-25,4824.919922,4840.680176,4775.979980,4803.560059,4803.560059,0
2021-01-26,4809.310059,4913.500000,4801.299805,4827.209961,4827.209961,0
2021-01-27,4833.279785,4861.660156,4750.810059,4850.209961,4850.209961,0
2021-01-28,4821.700195,4957.970215,4716.490234,4751.609863,4751.609863,0
2021-01-29,4723.350098,4747.209961,4709.549805,4735.390137,4735.390137,0
2021-02-01,4723.520020,4791.149902,4722.490234,4754.069824,4754.069824,0
2021-02-02,4785.410156,4799.209961,4728.169922,4763.790039,4763.790039,82047500
2021-02-03,4795.410156,4832.629883,4762.970215,4819.120117,4819.120117,67827000
2021-02-04,4836.899902,4882.299805,4819.950195,4845.100098,4845.100098,0
2021-02-05,4820.580078,4832.859863,4771.609863,4783.120117,4783.120117,0
2021-02-08,4787.180176,4840.229980,4776.790039,4820.149902,4820.149902,0
2021-02-09,4831.830078,4835.229980,4767.939941,4777.529785,4777.529785,0
2021-02-10,4782.910156,4808.919922,4754.950195,4789.209961,4789.209961,0
2021-02-11,4786.450195,4827.370117,4785.290039,4821.500000,4821.500000,0
2021-02-12,4837.419922,4869.240234,4819.479980,4863.390137,4863.390137,0
2021-02-15,null,null,null,null,null,null
2021-02-16,4903.479980,4938.490234,4902.939941,4920.979980,4920.979980,0
2021-02-17,4917.370117,4928.229980,4867.259766,4874.839844,4874.839844,0
2021-02-18,4870.839844,4904.620117,4839.790039,4845.149902,4845.149902,0
2021-02-19,4847.330078,4862.819824,4822.609863,4852.810059,4852.810059,0
2021-02-22,4841.359863,4841.359863,4806.520020,4833.700195,4833.700195,0
2021-02-23,4843.709961,4870.770020,4752.060059,4807.819824,4807.819824,0
2021-02-24,4795.100098,4844.850098,4791.169922,4838.589844,4838.589844,45967500
2021-02-25,4883.310059,4930.910156,4870.390137,4883.089844,4883.089844,80371400
2021-02-26,4815.459961,4836.310059,4780.680176,4789.270020,4789.270020,0
2021-03-01,4833.060059,4851.779785,4806.500000,4850.740234,4850.740234,0
2021-03-02,4848.459961,4890.709961,4838.700195,4880.470215,4880.470215,0
2021-03-03,4886.410156,4919.089844,4836.189941,4870.160156,4870.160156,0
2021-03-04,4834.890137,4844.250000,4781.450195,4789.450195,4789.450195,0
2021-03-05,4768.250000,4798.169922,4724.540039,4765.129883,4765.129883,0
2021-03-08,4790.250000,4876.109863,4785.379883,4873.799805,4873.799805,0
2021-03-09,4867.919922,4904.890137,4858.279785,4901.009766,4901.009766,0
2021-03-10,4896.680176,4913.149902,4870.819824,4909.609863,4909.609863,0
2021-03-11,4928.180176,4961.370117,4924.370117,4961.370117,4961.370117,0
2021-03-12,4952.089844,4955.990234,4917.109863,4946.899902,4946.899902,0
2021-03-15,4960.330078,4998.910156,4949.609863,4954.810059,4954.810059,0
2021-03-16,4986.930176,4989.149902,4944.200195,4955.859863,4955.859863,0
2021-03-17,4955.250000,4955.819824,4907.120117,4910.640137,4910.640137,0
2021-03-18,4937.939941,4952.779785,4890.879883,4902.200195,4902.200195,0
2021-03-19,4871.720215,4902.189941,4861.200195,4902.189941,4902.189941,0
2021-03-22,4884.140137,4911.000000,4852.069824,4911.000000,4911.000000,0
2021-03-23,4898.350098,4910.580078,4878.319824,4897.640137,4897.640137,0
2021-03-24,4872.430176,4927.819824,4858.580078,4924.669922,4924.669922,0
2021-03-25,4915.279785,4946.629883,4901.299805,4941.770020,4941.770020,0
2021-03-26,4956.870117,4986.750000,4949.589844,4983.589844,4983.589844,0
2021-03-29,4984.899902,5014.459961,4975.060059,4990.009766,4990.009766,0
2021-03-30,5003.549805,5006.839844,4988.189941,5003.720215,5003.720215,0
2021-03-31,4977.169922,4991.680176,4930.970215,4930.970215,4930.970215,0
2021-04-01,4944.229980,4974.799805,4932.979980,4966.759766,4966.759766,31820700
2021-04-06,4986.089844,4998.479980,4976.069824,4977.299805,4977.299805,0
2021-04-07,4989.040039,5007.790039,4977.430176,4995.120117,4995.120117,0
2021-04-08,5006.350098,5022.529785,4996.640137,5002.000000,5002.000000,0
2021-04-09,5005.080078,5029.229980,4993.040039,5022.169922,5022.169922,0
2021-04-12,5024.120117,5036.060059,4983.859863,4985.689941,4985.689941,0
2021-04-13,4989.229980,5022.529785,4989.229980,5010.060059,5010.060059,0
2021-04-14,5017.200195,5018.060059,4986.270020,5003.870117,5003.870117,0
2021-04-15,5014.939941,5050.640137,5013.810059,5037.140137,5037.140137,0
2021-04-16,5065.399902,5120.580078,5063.549805,5117.290039,5117.290039,0
2021-04-19,5117.290039,5145.370117,5111.640137,5127.729980,5127.729980,0
2021-04-20,5123.100098,5132.490234,5040.540039,5049.229980,5049.229980,0
2021-04-21,5061.819824,5082.000000,5026.669922,5058.779785,5058.779785,0
2021-04-22,5082.569824,5128.990234,5073.560059,5118.959961,5118.959961,0
2021-04-23,5130.979980,5151.410156,5107.970215,5151.410156,5151.410156,0
2021-04-26,5163.490234,5197.370117,5154.069824,5183.790039,5183.790039,0
2021-04-27,5182.040039,5184.839844,5135.470215,5162.089844,5162.089844,0
2021-04-28,5178.560059,5180.100098,5126.390137,5127.270020,5127.270020,0
2021-04-29,5152.410156,5222.259766,5130.410156,5131.180176,5131.180176,0
2021-04-30,5148.609863,5148.620117,5119.350098,5119.750000,5119.750000,0
2021-05-03,5114.490234,5142.020020,5089.359863,5139.410156,5139.410156,41181200
2021-05-04,5153.040039,5162.939941,5067.950195,5071.910156,5071.910156,51228200
2021-05-05,5111.419922,5171.859863,5107.189941,5168.089844,5168.089844,0
2021-05-06,5175.109863,5183.720215,5121.870117,5153.359863,5153.359863,0
2021-05-07,5189.390137,5230.270020,5171.569824,5220.160156,5220.160156,0
2021-05-10,5232.310059,5240.729980,5190.729980,5202.310059,5202.310059,0
2021-05-11,5151.060059,5152.819824,5061.240234,5104.069824,5104.069824,0
2021-05-12,5103.609863,5134.430176,5088.089844,5103.390137,5103.390137,0
2021-05-14,5116.640137,5156.009766,5090.479980,5156.009766,5156.009766,0
2021-05-17,5164.899902,5175.450195,5135.859863,5160.720215,5160.720215,0
2021-05-18,5184.520020,5224.439941,5184.520020,5213.319824,5213.319824,0
2021-05-19,5163.879883,5177.520020,5091.830078,5139.600098,5139.600098,0
2021-05-20,5131.870117,5154.330078,5089.319824,5152.500000,5152.500000,34597800
2021-05-21,5166.979980,5202.910156,5151.560059,5188.540039,5188.540039,0
2021-05-24,5189.509766,5199.529785,5165.069824,5176.350098,5176.350098,0
2021-05-25,5171.660156,5201.390137,5169.229980,5176.330078,5176.330078,0
2021-05-26,5177.279785,5183.580078,5130.569824,5157.930176,5157.930176,0
2021-05-27,5151.029785,5189.799805,5133.200195,5177.060059,5177.060059,0
2021-05-28,5196.790039,5238.669922,5190.100098,5217.279785,5217.279785,0
2021-05-31,null,null,null,null,null,null
2021-06-01,5178.129883,5250.270020,5177.319824,5220.240234,5220.240234,39559700
2021-06-02,5223.439941,5282.100098,5221.890137,5281.299805,5281.299805,0
2021-06-03,5300.470215,5323.459961,5273.689941,5304.509766,5304.509766,0
2021-06-04,5302.740234,5322.279785,5297.299805,5316.109863,5316.109863,0
2021-06-07,5313.859863,5333.689941,5295.870117,5316.729980,5316.729980,0
2021-06-08,5323.490234,5340.939941,5298.830078,5326.299805,5326.299805,0
2021-06-09,5318.459961,5326.720215,5294.950195,5325.609863,5325.609863,0
2021-06-10,5316.450195,5317.439941,5287.830078,5301.910156,5301.910156,0
2021-06-11,5307.540039,5358.939941,5300.450195,5344.660156,5344.660156,0
2021-06-14,5346.910156,5386.270020,5346.609863,5375.729980,5375.729980,0
